EliminaPacient,27-04-2021 16:58:21
citireDinFisierClienti,27-04-2021 17:00:35
scrieInFisierClienti,27-04-2021 17:00:35
scrieInFisierClienti,27-04-2021 17:00:35
scrieInFisierClienti,27-04-2021 17:00:37
EliminaPacient,27-04-2021 17:00:37
citireDinFisierClienti,27-04-2021 17:36:14
scrieInFisierClienti,27-04-2021 17:36:14
citireDinFisierClienti,27-04-2021 17:37:40
scrieInFisierClienti,27-04-2021 17:37:40
citesteDinFisierMedici,27-04-2021 17:38:27
ScrieInFisierMedici,27-04-2021 17:38:27
editareMedic,27-04-2021 17:38:52
citesteDinFisierMedici,27-04-2021 19:43:56
ScrieInFisierMedici,27-04-2021 19:43:56
afisareMedici,27-04-2021 19:43:59
citesteDinFisierMedici,27-04-2021 20:03:04
ScrieInFisierMedici,27-04-2021 20:03:04
citireDinFisierClienti,27-04-2021 20:03:04
scrieInFisierClienti,27-04-2021 20:03:04
adaugareClient,27-04-2021 20:03:27
citesteDinFisierMedici,27-04-2021 20:04:18
ScrieInFisierMedici,27-04-2021 20:04:18
citireDinFisierClienti,27-04-2021 20:04:18
scrieInFisierClienti,27-04-2021 20:04:18
AfisareClienti,27-04-2021 20:04:22
citesteDinFisierMedici,27-04-2021 20:04:27
ScrieInFisierMedici,27-04-2021 20:04:27
citireDinFisierClienti,27-04-2021 20:04:27
scrieInFisierClienti,27-04-2021 20:04:27
scrieInFisierClienti,27-04-2021 20:04:42
scrieInFisierClienti,27-04-2021 20:04:42
adaugareClient,27-04-2021 20:04:42
citesteDinFisierMedici,27-04-2021 20:23:22
ScrieInFisierMedici,27-04-2021 20:23:22
citireDinFisierClienti,27-04-2021 20:23:22
scrieInFisierClienti,27-04-2021 20:23:22
scrieInFisierClienti,27-04-2021 20:23:22
citesteDinFisierMedici,27-04-2021 20:24:30
ScrieInFisierMedici,27-04-2021 20:24:30
citireDinFisierClienti,27-04-2021 20:24:30
scrieInFisierClienti,27-04-2021 20:24:30
scrieInFisierClienti,27-04-2021 20:24:30
citesteDinFisierMedici,27-04-2021 20:25:35
ScrieInFisierMedici,27-04-2021 20:25:35
citireDinFisierClienti,27-04-2021 20:25:35
scrieInFisierClienti,27-04-2021 20:25:35
scrieInFisierClienti,27-04-2021 20:25:35
CitireDinFisierBonuri,27-04-2021 20:25:35
citesteDinFisierMedici,27-04-2021 20:27:35
ScrieInFisierMedici,27-04-2021 20:27:35
citireDinFisierClienti,27-04-2021 20:27:35
scrieInFisierClienti,27-04-2021 20:27:35
scrieInFisierClienti,27-04-2021 20:27:35
CitireDinFisierBonuri,27-04-2021 20:27:35
citesteDinFisierMedici,27-04-2021 20:28:56
ScrieInFisierMedici,27-04-2021 20:28:56
citireDinFisierClienti,27-04-2021 20:28:56
scrieInFisierClienti,27-04-2021 20:28:56
scrieInFisierClienti,27-04-2021 20:28:56
CitireDinFisierBonuri,27-04-2021 20:28:56


citesteDinFisierMedici,23-05-2021 17:30:08
ScrieInFisierMedici,23-05-2021 17:30:08
citireDinFisierClienti,23-05-2021 17:30:08
scrieInFisierClienti,23-05-2021 17:30:08
scrieInFisierClienti,23-05-2021 17:30:08
scrieInFisierClienti,23-05-2021 17:30:08
CitireDinFisierBonuri,23-05-2021 17:30:08
AfisareMedici,23-05-2021 17:30:14
citesteDinFisierMedici,23-05-2021 17:33:34
ScrieInFisierMedici,23-05-2021 17:33:34
citireDinFisierClienti,23-05-2021 17:33:34
scrieInFisierClienti,23-05-2021 17:33:34
scrieInFisierClienti,23-05-2021 17:33:34
scrieInFisierClienti,23-05-2021 17:33:34
CitireDinFisierBonuri,23-05-2021 17:33:34
citesteDinFisierMedici,23-05-2021 17:45:37
ScrieInFisierMedici,23-05-2021 17:45:37
citireDinFisierClienti,23-05-2021 17:45:37
scrieInFisierClienti,23-05-2021 17:45:37
scrieInFisierClienti,23-05-2021 17:45:37
scrieInFisierClienti,23-05-2021 17:45:37
CitireDinFisierBonuri,23-05-2021 17:45:37
citesteDinFisierMedici,23-05-2021 17:46:02
ScrieInFisierMedici,23-05-2021 17:46:03
citireDinFisierClienti,23-05-2021 17:46:03
scrieInFisierClienti,23-05-2021 17:46:03
scrieInFisierClienti,23-05-2021 17:46:03
scrieInFisierClienti,23-05-2021 17:46:03
CitireDinFisierBonuri,23-05-2021 17:46:03
AfisareMedici,23-05-2021 17:46:10
citesteDinFisierMedici,23-05-2021 17:47:47
ScrieInFisierMedici,23-05-2021 17:47:47
citireDinFisierClienti,23-05-2021 17:47:47
scrieInFisierClienti,23-05-2021 17:47:47
scrieInFisierClienti,23-05-2021 17:47:47
scrieInFisierClienti,23-05-2021 17:47:47
CitireDinFisierBonuri,23-05-2021 17:47:47
AfisareMedici,23-05-2021 17:47:50
citesteDinFisierMedici,23-05-2021 17:51:51
ScrieInFisierMedici,23-05-2021 17:51:51
citireDinFisierClienti,23-05-2021 17:51:51
scrieInFisierClienti,23-05-2021 17:51:51
scrieInFisierClienti,23-05-2021 17:51:51
scrieInFisierClienti,23-05-2021 17:51:51
CitireDinFisierBonuri,23-05-2021 17:51:51
citesteDinFisierMedici,23-05-2021 17:52:26
ScrieInFisierMedici,23-05-2021 17:52:26
citireDinFisierClienti,23-05-2021 17:52:26
scrieInFisierClienti,23-05-2021 17:52:26
scrieInFisierClienti,23-05-2021 17:52:26
scrieInFisierClienti,23-05-2021 17:52:26
CitireDinFisierBonuri,23-05-2021 17:52:26
citesteDinFisierMedici,23-05-2021 17:52:48
ScrieInFisierMedici,23-05-2021 17:52:48
citireDinFisierClienti,23-05-2021 17:52:48
scrieInFisierClienti,23-05-2021 17:52:48
scrieInFisierClienti,23-05-2021 17:52:48
scrieInFisierClienti,23-05-2021 17:52:48
CitireDinFisierBonuri,23-05-2021 17:52:48
AfisareMedici,23-05-2021 17:52:52
citesteDinFisierMedici,23-05-2021 17:53:58
ScrieInFisierMedici,23-05-2021 17:53:58
citireDinFisierClienti,23-05-2021 17:53:58
scrieInFisierClienti,23-05-2021 17:53:58
scrieInFisierClienti,23-05-2021 17:53:58
scrieInFisierClienti,23-05-2021 17:53:58
CitireDinFisierBonuri,23-05-2021 17:53:58
ScrieInFisierMedici,23-05-2021 17:54:03
citesteDinFisierMedici,23-05-2021 17:54:08
ScrieInFisierMedici,23-05-2021 17:54:08
citireDinFisierClienti,23-05-2021 17:54:08
scrieInFisierClienti,23-05-2021 17:54:08
scrieInFisierClienti,23-05-2021 17:54:08
scrieInFisierClienti,23-05-2021 17:54:08
CitireDinFisierBonuri,23-05-2021 17:54:08
AfisareMedici,23-05-2021 17:54:11
citesteDinFisierMedici,23-05-2021 17:54:19
ScrieInFisierMedici,23-05-2021 17:54:19
citireDinFisierClienti,23-05-2021 17:54:19
scrieInFisierClienti,23-05-2021 17:54:19
scrieInFisierClienti,23-05-2021 17:54:19
scrieInFisierClienti,23-05-2021 17:54:19
CitireDinFisierBonuri,23-05-2021 17:54:19
citesteDinFisierMedici,23-05-2021 17:54:39
ScrieInFisierMedici,23-05-2021 17:54:39
citireDinFisierClienti,23-05-2021 17:54:39
scrieInFisierClienti,23-05-2021 17:54:39
scrieInFisierClienti,23-05-2021 17:54:39
scrieInFisierClienti,23-05-2021 17:54:39
CitireDinFisierBonuri,23-05-2021 17:54:39
AfisareMedici,23-05-2021 17:54:42
citesteDinFisierMedici,23-05-2021 18:08:15
ScrieInFisierMedici,23-05-2021 18:08:15
citireDinFisierClienti,23-05-2021 18:08:15
scrieInFisierClienti,23-05-2021 18:08:15
scrieInFisierClienti,23-05-2021 18:08:15
scrieInFisierClienti,23-05-2021 18:08:15
CitireDinFisierBonuri,23-05-2021 18:08:15
editareMedic,23-05-2021 18:08:30
ScrieInFisierMedici,23-05-2021 18:08:30
citesteDinFisierMedici,23-05-2021 18:11:33
ScrieInFisierMedici,23-05-2021 18:11:33
citireDinFisierClienti,23-05-2021 18:11:33
scrieInFisierClienti,23-05-2021 18:11:33
scrieInFisierClienti,23-05-2021 18:11:33
scrieInFisierClienti,23-05-2021 18:11:33
CitireDinFisierBonuri,23-05-2021 18:11:33
citesteDinFisierMedici,23-05-2021 18:12:09
ScrieInFisierMedici,23-05-2021 18:12:09
citireDinFisierClienti,23-05-2021 18:12:09
scrieInFisierClienti,23-05-2021 18:12:09
scrieInFisierClienti,23-05-2021 18:12:09
scrieInFisierClienti,23-05-2021 18:12:09
CitireDinFisierBonuri,23-05-2021 18:12:09
editareMedic,23-05-2021 18:12:15
ScrieInFisierMedici,23-05-2021 18:12:15
citesteDinFisierMedici,23-05-2021 18:13:01
ScrieInFisierMedici,23-05-2021 18:13:01
citireDinFisierClienti,23-05-2021 18:13:01
scrieInFisierClienti,23-05-2021 18:13:01
scrieInFisierClienti,23-05-2021 18:13:01
scrieInFisierClienti,23-05-2021 18:13:01
CitireDinFisierBonuri,23-05-2021 18:13:01
citesteDinFisierMedici,23-05-2021 18:13:15
ScrieInFisierMedici,23-05-2021 18:13:16
citireDinFisierClienti,23-05-2021 18:13:16
scrieInFisierClienti,23-05-2021 18:13:16
scrieInFisierClienti,23-05-2021 18:13:16
scrieInFisierClienti,23-05-2021 18:13:16
CitireDinFisierBonuri,23-05-2021 18:13:16
AfisareMedici,23-05-2021 18:13:18
citesteDinFisierMedici,23-05-2021 18:13:31
ScrieInFisierMedici,23-05-2021 18:13:31
citireDinFisierClienti,23-05-2021 18:13:31
scrieInFisierClienti,23-05-2021 18:13:31
scrieInFisierClienti,23-05-2021 18:13:31
scrieInFisierClienti,23-05-2021 18:13:31
CitireDinFisierBonuri,23-05-2021 18:13:31
citesteDinFisierMedici,23-05-2021 18:17:47
ScrieInFisierMedici,23-05-2021 18:17:47
citireDinFisierClienti,23-05-2021 18:17:47
scrieInFisierClienti,23-05-2021 18:17:47
scrieInFisierClienti,23-05-2021 18:17:47
scrieInFisierClienti,23-05-2021 18:17:47
CitireDinFisierBonuri,23-05-2021 18:17:47
citesteDinFisierMedici,23-05-2021 18:24:40
ScrieInFisierMedici,23-05-2021 18:24:40
citireDinFisierClienti,23-05-2021 18:24:41
scrieInFisierClienti,23-05-2021 18:24:41
scrieInFisierClienti,23-05-2021 18:24:41
scrieInFisierClienti,23-05-2021 18:24:41
CitireDinFisierBonuri,23-05-2021 18:24:41
AfisareMedici,23-05-2021 18:24:44
citesteDinFisierMedici,23-05-2021 18:24:54
ScrieInFisierMedici,23-05-2021 18:24:54
citireDinFisierClienti,23-05-2021 18:24:54
scrieInFisierClienti,23-05-2021 18:24:54
scrieInFisierClienti,23-05-2021 18:24:54
scrieInFisierClienti,23-05-2021 18:24:54
CitireDinFisierBonuri,23-05-2021 18:24:54
editareMedic,23-05-2021 18:24:59
ScrieInFisierMedici,23-05-2021 18:24:59
citesteDinFisierMedici,23-05-2021 18:25:36
ScrieInFisierMedici,23-05-2021 18:25:36
citireDinFisierClienti,23-05-2021 18:25:36
scrieInFisierClienti,23-05-2021 18:25:36
scrieInFisierClienti,23-05-2021 18:25:36
scrieInFisierClienti,23-05-2021 18:25:36
CitireDinFisierBonuri,23-05-2021 18:25:36
editareMedic,23-05-2021 18:25:48
ScrieInFisierMedici,23-05-2021 18:25:48
citesteDinFisierMedici,23-05-2021 18:25:53
ScrieInFisierMedici,23-05-2021 18:25:53
citireDinFisierClienti,23-05-2021 18:25:53
scrieInFisierClienti,23-05-2021 18:25:53
scrieInFisierClienti,23-05-2021 18:25:53
scrieInFisierClienti,23-05-2021 18:25:53
CitireDinFisierBonuri,23-05-2021 18:25:53
AfisareMedici,23-05-2021 18:25:57
citesteDinFisierMedici,23-05-2021 18:26:13
ScrieInFisierMedici,23-05-2021 18:26:13
citireDinFisierClienti,23-05-2021 18:26:13
scrieInFisierClienti,23-05-2021 18:26:13
scrieInFisierClienti,23-05-2021 18:26:13
scrieInFisierClienti,23-05-2021 18:26:13
CitireDinFisierBonuri,23-05-2021 18:26:13
citesteDinFisierMedici,23-05-2021 18:26:22
ScrieInFisierMedici,23-05-2021 18:26:22
citireDinFisierClienti,23-05-2021 18:26:22
scrieInFisierClienti,23-05-2021 18:26:22
scrieInFisierClienti,23-05-2021 18:26:22
scrieInFisierClienti,23-05-2021 18:26:22
CitireDinFisierBonuri,23-05-2021 18:26:22
AfisareProgramari,23-05-2021 18:26:25
citesteDinFisierMedici,23-05-2021 18:26:42
ScrieInFisierMedici,23-05-2021 18:26:43
citireDinFisierClienti,23-05-2021 18:26:43
scrieInFisierClienti,23-05-2021 18:26:43
scrieInFisierClienti,23-05-2021 18:26:43
scrieInFisierClienti,23-05-2021 18:26:43
CitireDinFisierBonuri,23-05-2021 18:26:43
citesteDinFisierMedici,23-05-2021 18:27:09
ScrieInFisierMedici,23-05-2021 18:27:09
citireDinFisierClienti,23-05-2021 18:27:09
scrieInFisierClienti,23-05-2021 18:27:09
scrieInFisierClienti,23-05-2021 18:27:09
scrieInFisierClienti,23-05-2021 18:27:09
CitireDinFisierBonuri,23-05-2021 18:27:09
AfisareProgramari,23-05-2021 18:27:12
citesteDinFisierMedici,23-05-2021 18:32:57
ScrieInFisierMedici,23-05-2021 18:32:57
citireDinFisierClienti,23-05-2021 18:32:57
scrieInFisierClienti,23-05-2021 18:32:57
scrieInFisierClienti,23-05-2021 18:32:57
scrieInFisierClienti,23-05-2021 18:32:57
CitireDinFisierBonuri,23-05-2021 18:32:57
citesteDinFisierMedici,23-05-2021 18:33:20
ScrieInFisierMedici,23-05-2021 18:33:20
citireDinFisierClienti,23-05-2021 18:33:20
scrieInFisierClienti,23-05-2021 18:33:20
scrieInFisierClienti,23-05-2021 18:33:20
scrieInFisierClienti,23-05-2021 18:33:20
CitireDinFisierBonuri,23-05-2021 18:33:20
AfisareMedici,23-05-2021 18:33:35
citireDinFisierClienti,23-05-2021 18:41:18
scrieInFisierClienti,23-05-2021 18:41:18
scrieInFisierClienti,23-05-2021 18:41:18
scrieInFisierClienti,23-05-2021 18:41:18
CitireDinFisierBonuri,23-05-2021 18:41:18
AfisareClienti,23-05-2021 18:41:22
citireDinFisierClienti,23-05-2021 18:41:54
scrieInFisierClienti,23-05-2021 18:41:54
scrieInFisierClienti,23-05-2021 18:41:54
scrieInFisierClienti,23-05-2021 18:41:54
CitireDinFisierBonuri,23-05-2021 18:41:54
AfisareClienti,23-05-2021 18:41:58
citireDinFisierClienti,23-05-2021 18:42:06
scrieInFisierClienti,23-05-2021 18:42:06
scrieInFisierClienti,23-05-2021 18:42:06
scrieInFisierClienti,23-05-2021 18:42:06
CitireDinFisierBonuri,23-05-2021 18:42:06
adaugareClient,23-05-2021 18:42:23
citireDinFisierClienti,23-05-2021 18:53:33
scrieInFisierClienti,23-05-2021 18:53:33
scrieInFisierClienti,23-05-2021 18:53:33
scrieInFisierClienti,23-05-2021 18:53:33
CitireDinFisierBonuri,23-05-2021 18:53:33
citireDinFisierClienti,23-05-2021 18:53:49
scrieInFisierClienti,23-05-2021 18:53:49
scrieInFisierClienti,23-05-2021 18:53:49
scrieInFisierClienti,23-05-2021 18:53:49
CitireDinFisierBonuri,23-05-2021 18:53:49
AfisareClienti,23-05-2021 18:53:54
citireDinFisierClienti,23-05-2021 18:54:55
scrieInFisierClienti,23-05-2021 18:54:55
scrieInFisierClienti,23-05-2021 18:54:55
scrieInFisierClienti,23-05-2021 18:54:55
CitireDinFisierBonuri,23-05-2021 18:54:55
citireDinFisierClienti,23-05-2021 18:55:26
scrieInFisierClienti,23-05-2021 18:55:26
scrieInFisierClienti,23-05-2021 18:55:26
scrieInFisierClienti,23-05-2021 18:55:26
CitireDinFisierBonuri,23-05-2021 18:55:26
citireDinFisierClienti,23-05-2021 18:57:10
scrieInFisierClienti,23-05-2021 18:57:10
scrieInFisierClienti,23-05-2021 18:57:10
scrieInFisierClienti,23-05-2021 18:57:10
CitireDinFisierBonuri,23-05-2021 18:57:10
AfisareProgramari,23-05-2021 18:57:14
citireDinFisierClienti,23-05-2021 18:57:32
scrieInFisierClienti,23-05-2021 18:57:32
scrieInFisierClienti,23-05-2021 18:57:32
scrieInFisierClienti,23-05-2021 18:57:32
CitireDinFisierBonuri,23-05-2021 18:57:32
citireDinFisierClienti,23-05-2021 18:57:37
scrieInFisierClienti,23-05-2021 18:57:37
scrieInFisierClienti,23-05-2021 18:57:37
scrieInFisierClienti,23-05-2021 18:57:37
CitireDinFisierBonuri,23-05-2021 18:57:37
AfisareProgramari,23-05-2021 18:57:42
citireDinFisierClienti,23-05-2021 18:57:51
scrieInFisierClienti,23-05-2021 18:57:51
scrieInFisierClienti,23-05-2021 18:57:51
scrieInFisierClienti,23-05-2021 18:57:51
CitireDinFisierBonuri,23-05-2021 18:57:51
citireDinFisierClienti,23-05-2021 18:58:25
scrieInFisierClienti,23-05-2021 18:58:25
scrieInFisierClienti,23-05-2021 18:58:25
scrieInFisierClienti,23-05-2021 18:58:25
CitireDinFisierBonuri,23-05-2021 18:58:25
citireDinFisierClienti,23-05-2021 18:59:17
scrieInFisierClienti,23-05-2021 18:59:17
scrieInFisierClienti,23-05-2021 18:59:17
scrieInFisierClienti,23-05-2021 18:59:17
CitireDinFisierBonuri,23-05-2021 18:59:17
citireDinFisierClienti,23-05-2021 18:59:36
scrieInFisierClienti,23-05-2021 18:59:36
scrieInFisierClienti,23-05-2021 18:59:36
scrieInFisierClienti,23-05-2021 18:59:36
CitireDinFisierBonuri,23-05-2021 18:59:36
AfisareProgramari,23-05-2021 18:59:40
CitireDinFisierBonuri,23-05-2021 19:02:13
CitireDinFisierBonuri,23-05-2021 19:02:25
AfisareClienti,23-05-2021 19:02:28
CitireDinFisierBonuri,23-05-2021 19:03:05
CitireDinFisierBonuri,23-05-2021 19:15:59
adaugareBon,23-05-2021 19:16:25
CitireDinFisierBonuri,23-05-2021 19:16:57
AfisareBonuri,23-05-2021 19:17:00
AfisareBonuri,23-05-2021 19:19:37
